fr,gloss,category
Tu conduis une moto.,IX-2 MOTO CONDUIRE,phrases_simples
Il lit un roman.,IX-3 ROMAN LIRE,phrases_simples
Elle aime les animaux.,IX-3 ANIMAL+ AIMER,phrases_simples
Nous regardons un film.,IX-1-PL FILM REGARDER,phrases_simples
Vous buvez du jus.,IX-2-PL JUS BOIRE,phrases_simples
Ils jouent au tennis.,IX-3-PL TENNIS JOUER,phrases_simples
On fait du ski.,IX-1-PL SKI FAIRE,phrases_simples
Je prépare un gâteau.,IX-1 GÂTEAU PRÉPARER,phrases_simples
Tu écoutes de la musique pop.,IX-2 MUSIQUE POP ÉCOUTER,phrases_simples
Il aime les voitures.,IX-3 VOITURE+ AIMER,phrases_simples
Elle danse avec son ami.,IX-3 AMI+ DANCER,phrases_simples
Nous visitons un parc.,IX-1-PL PARC VISITER,phrases_simples
Vous lisez un livre.,IX-2-PL LIVRE LIRE,phrases_simples
Ils mangent une pizza.,IX-3-PL PIZZA MANGER,phrases_simples
On regarde un match.,IX-1-PL MATCH REGARDER,phrases_simples
Elle écrit une lettre.,IX-3 LETTRE ÉCRIRE,phrases_simples
Nous préparons le dîner.,IX-1-PL DINER PRÉPARER,phrases_simples
Je mange une pizza.,IX-1 PIZZA MANGER,phrases_simples
Tu bois de l'eau.,IX-2 EAU BOIRE,phrases_simples
Elle écoute de la musique.,IX-3 MUSIQUE ÉCOUTER,phrases_simples
Nous regardons la télévision.,IX-1-PL TÉLÉVISION REGARDER,phrases_simples
Vous écoutez de la radio.,IX-2-PL RADIO ÉCOUTER,phrases_simples
Ils jouent au football.,IX-3-PL FOOTBALL JOUER,phrases_simples
Je travaille dans un bureau.,IX-1 BUREAU TRAVAILLER,phrases_simples
Tu étudies à l'école.,IX-2 ÉCOLE ÉTUDIER,phrases_simples
Elle danse dans un club.,IX-3 CLUB DANSE,phrases_simples
Nous faisons du sport.,IX-1-PL SPORT FAIRE,phrases_simples
Vous chantez dans une chorale.,IX-2-PL CHORALE CHANTER,phrases_simples
Ils jouent de la guitare.,IX-3-PL GUITARE JOUER,phrases_simples
Je dessine un tableau.,IX-1 TABLEAU DESSINER,phrases_simples
Tu peins un paysage.,IX-2 PAYSAGE PEINDRE,phrases_simples
Elle cuisine un gâteau.,IX-3 GÂTEAU CUISINER,phrases_simples
Nous faisons du shopping.,IX-1-PL SHOPPING FAIRE,phrases_simples
Vous achetez des vêtements.,IX-2-PL VÊTEMENT+ ACHETER,phrases_simples
Ils regardent un match.,IX-3-PL MATCH REGARDER,phrases_simples
Je prends le bus.,IX-1 BUS PRENDRE,phrases_simples
Elle marche dans le parc.,IX-3 PARC MARCHER,phrases_simples
Nous voyageons en avion.,IX-1-PL AVION VOYAGER,phrases_simples
Vous prenez le train.,IX-2-PL TRAIN PRENDRE,phrases_simples
Ils roulent en voiture.,IX-3-PL VOITURE ROULER,phrases_simples
Je visite un musée.,IX-1 MUSÉE VISITER,phrases_simples
Tu regardes un film.,IX-2 FILM REGARDER,phrases_simples
Nous faisons du vélo.,IX-1-PL VÉLO FAIRE,phrases_simples
Vous nagez dans la piscine.,IX-2-PL PISCINE NAGER,phrases_simples
Je lis un roman.,IX-1 ROMAN LIRE,phrases_simples
Tu écris une histoire.,IX-2 HISTOIRE ÉCRIRE,phrases_simples
Elle regarde un documentaire.,IX-3 DOCUMENTAIRE REGARDER,phrases_simples
Nous écoutons de la musique.,IX-1-PL MUSIQUE ÉCOUTER,phrases_simples
Vous lisez un magazine.,IX-2-PL MAGAZINE LIRE,phrases_simples
Ils regardent un match de football.,IX-3-PL MATCH FOOTBALL REGARDER,phrases_simples
Je fais du sport.,IX-1 SPORT FAIRE,phrases_simples
Tu danses dans un club.,IX-2 CLUB DANSE,phrases_simples
Elle joue de la guitare.,IX-3 GUITARE JOUER,phrases_simples
Nous chantons dans une chorale.,IX-1-PL CHORALE CHANTER,phrases_simples
Vous dessinez un tableau.,IX-2-PL TABLEAU DESSINER,phrases_simples
Ils peignent un paysage.,IX-3-PL PAYSAGE PEINDRE,phrases_simples
Elle prépare le petit-déjeuner.,IX-3 PETIT-DÉJEUNER PRÉPARER,phrases_simples
Nous faisons nos devoirs.,IX-1-PL DEVOIR+ FAIRE,phrases_simples
Vous regardez un film.,IX-2-PL FILM REGARDER,phrases_simples
On visite un parc.,IX-1-PL PARC VISITER,phrases_simples
Tu dessines un tableau.,IX-2 TABLEAU DESSINER,phrases_simples
Elle achète des fleurs.,IX-3 FLEUR+ ACHETER,phrases_simples
Nous parlons français.,IX-1-PL FRANÇAIS PARLER,phrases_simples
Vous écrivez un rapport.,IX-2-PL RAPPORT ÉCRIRE,phrases_simples
Ils regardent la télévision.,IX-3-PL TÉLÉVISION REGARDER,phrases_simples
Tu manges une banane.,IX-2 BANANE MANGER,phrases_simples
Elle boit de l'eau.,IX-3 EAU BOIRE,phrases_simples
Nous regardons un match.,IX-1-PL MATCH REGARDER,phrases_simples
Vous préparez un gâteau.,IX-2-PL GÂTEAU PRÉPARER,phrases_simples
On écoute de la musique.,IX-1-PL MUSIQUE ÉCOUTER,phrases_simples
Tu lis un journal.,IX-2 JOURNAL LIRE,phrases_simples
Elle achète du pain.,IX-3 PAIN ACHETER,phrases_simples
Vous écoutez de la musique.,IX-2-PL MUSIQUE ÉCOUTER,phrases_simples
Je prends le métro.,IX-1 MÉTRO PRENDRE,phrases_simples
Tu manges une pomme.,IX-2 POMME MANGER,phrases_simples
Elle boit du jus.,IX-3 JUS BOIRE,phrases_simples
Vous préparez un repas.,IX-2-PL REPAS PRÉPARER,phrases_simples
Ils jouent au basket.,IX-3-PL BASKET JOUER,phrases_simples
Je fais du jogging.,IX-1 JOGGING FAIRE,phrases_simples
Tu lis un livre.,IX-2 LIVRE LIRE,phrases_simples
Elle achète des légumes.,IX-3 LÉGUME+ ACHETER,phrases_simples
Ils jouent au golf.,IX-3-PL GOLF JOUER,phrases_simples
On fait du patin.,IX-1-PL PATIN FAIRE,phrases_simples
Je prends le train.,IX-1 TRAIN PRENDRE,phrases_simples
Tu manges une orange.,IX-2 ORANGE MANGER,phrases_simples
Elle boit du thé.,IX-3 THÉ BOIRE,phrases_simples
Vous préparez un dîner.,IX-2-PL DÎNER PRÉPARER,phrases_simples
Ils jouent au rugby.,IX-3-PL RUGBY JOUER,phrases_simples
Je bois un café.,IX-1 CAFÉ BOIRE,phrases_simples
Nous allons au cinéma.,IX-1-PL CINÉMA ALLER,phrases_simples
On prépare le petit-déjeuner.,IX-1-PL PETIT-DÉJEUNER PRÉPARER,phrases_simples
Tu cuisines un gâteau.,IX-2 GÂTEAU CUIRE,phrases_simples
Elle arrose les plantes.,IX-3 PLANTE+ ARROSER,phrases_simples
On regarde les étoiles.,IX-1-PL ÉTOILE+ REGARDER,phrases_simples
Je téléphone à mon ami.,IX-1 POSS-1 AMI TÉLÉPHONER,phrases_simples
Tu brosses tes dents.,IX-2 POSS-2 DENT+ BROSSER,phrases_simples
Elle range sa chambre.,IX-3 POSS-3 CHAMBRE RANGER,phrases_simples
Nous rangeons notre maison.,IX-1-PL POSS-1-PL MAISON RANGER,phrases_simples
Vous rangez votre voiture.,IX-2-PL POSS-2-PL VOITURE RANGER,phrases_simples
Ils rangent leur jardin.,IX-3-PL POSS-3-PL JARDIN RANGER,phrases_simples
On range les livres.,IX-1-PL LIVRE+ RANGER,phrases_simples
Tu fais ton lit.,IX-2 POSS-2 LIT FAIRE,phrases_simples
Elle fait sa valise.,IX-3 POSS-3 VALISE FAIRE,phrases_simples
Nous faisons nos valises.,IX-1-PL POSS-1-PL VALISE+ FAIRE,phrases_simples
Vous faites vos devoirs.,IX-2-PL POSS-2-PL DEVOIR+ FAIRE,phrases_simples
Ils font leurs devoirs.,IX-3-PL POSS-3-PL DEVOIR+ FAIRE,phrases_simples
On fait nos devoirs.,IX-1-PL POSS-1-PL DEVOIR+ FAIRE,phrases_simples
Je prends mon petit-déjeuner.,IX-1 POSS-1 PETIT-DÉJEUNER PRENDRE,phrases_simples
Tu prends ton sac.,IX-2 POSS-2 SAC PRENDRE,phrases_simples
Elle prend son manteau.,IX-3 POSS-3 MANTEAU PRENDRE,phrases_simples
Nous prenons nos affaires.,IX-1-PL POSS-1-PL AFFAIRE+ PRENDRE,phrases_simples
Vous prenez vos livres.,IX-2-PL POSS-2-PL LIVRE+ PRENDRE,phrases_simples
Ils prennent leurs stylos.,IX-3-PL POSS-3-PL STYLO+ PRENDRE,phrases_simples
On prend nos affaires.,IX-1-PL POSS-1-PL AFFAIRE+ PRENDRE,phrases_simples
Je mets mon pull.,IX-1 POSS-1 PULL METTRE,phrases_simples
Tu mets ton chapeau.,IX-2 POSS-2 CHAPEAU METTRE,phrases_simples
Elle met son écharpe.,IX-3 POSS-3 ÉCHARPE METTRE,phrases_simples
Nous mettons nos manteaux.,IX-1-PL POSS-1-PL MANTEAU+ METTRE,phrases_simples
Vous mettez vos chaussures.,IX-2-PL POSS-2-PL CHAUSSURE+ METTRE,phrases_simples
Ils mettent leurs gants.,IX-3-PL POSS-3-PL GANT+ METTRE,phrases_simples
On met nos écharpes.,IX-1-PL POSS-1-PL ÉCHARPE+ METTRE,phrases_simples
Je bois mon lait.,IX-1 POSS-1 LAIT BOIRE,phrases_simples
Tu bois ton jus.,IX-2 POSS-2 JUS BOIRE,phrases_simples
Elle boit son thé.,IX-3 POSS-3 THÉ BOIRE,phrases_simples
Elle prépare un gâteau.,IX-3 GÂTEAU PRÉPARER,phrases_simples
Nous allons au parc.,IX-1-PL PARC ALLER,phrases_simples
On se promène en forêt.,IX-1-PL FORÊT SE-PROMENER,phrases_simples
Je dessine un arbre.,IX-1 ARBRE DESSINER,phrases_simples
Tu achètes des fleurs.,IX-2 FLEUR+ ACHETER,phrases_simples
Nous visitons un château.,IX-1-PL CHÂTEAU VISITER,phrases_simples
Ils construisent une maison.,IX-3-PL MAISON CONSTRUIRE,phrases_simples
Je cuisine des pâtes.,IX-1 PÂTE+ CUISINER,phrases_simples
Tu téléphones à ton ami.,IX-2 AMI APPELER,phrases_simples
Elle danse dans un ballet.,IX-3 BALLET DANCER,phrases_simples
Nous regardons les étoiles.,IX-1-PL ÉTOILE+ REGARDER,phrases_simples
Vous peignez un tableau.,IX-2-PL TABLEAU PEINDRE,phrases_simples
Ils chantent une chanson.,IX-3-PL CHANSON CHANTER,phrases_simples
On se baigne dans la mer.,IX-1-PL MER SE-BAINER,phrases_simples
Tu écris un poème.,IX-2 POÈME ÉCRIRE,phrases_simples
Elle joue du piano.,IX-3 PIANO JOUER,phrases_simples
Nous mangeons des fruits.,IX-1-PL FRUIT+ MANGER,phrases_simples
On se repose sur le canapé.,IX-1-PL CANAPÉ SE-REPOSER,phrases_simples
Je fais mes courses.,IX-1 COURSE+ FAIRE,phrases_simples
Tu cuisines un repas.,IX-2 REPAS CUISINER,phrases_simples
Elle lit un roman.,IX-3 ROMAN LIRE,phrases_simples
Nous écoutons de la musique classique.,IX-1-PL MUSIQUE CLASSIQUE ÉCOUTER,phrases_simples
Vous regardez un documentaire.,IX-2-PL DOCUMENTAIRE REGARDER,phrases_simples
On se promène en ville.,IX-1-PL VILLE SE-PROMENER,phrases_simples
Je dessine un portrait.,IX-1 PORTRAIT DESSINER,phrases_simples
Tu achètes un cadeau.,IX-2 CADEAU ACHETER,phrases_simples
Elle écrit une carte postale.,IX-3 CARTE POSTALE ÉCRIRE,phrases_simples
Nous visitons un zoo.,IX-1-PL ZOO VISITER,phrases_simples
Ils construisent un château de sable.,IX-3-PL CHÂTEAU SABLE CONSTRUIRE,phrases_simples
Je cuisine un gâteau.,IX-1 GÂTEAU CUISINER,phrases_simples
Tu téléphones à ta famille.,IX-2 FAMILLE APPELER,phrases_simples
Elle danse dans un spectacle.,IX-3 SPECTACLE DANCER,phrases_simples
Nous regardons les nuages.,IX-1-PL NUAGE+ REGARDER,phrases_simples
Vous peignez un paysage.,IX-2-PL PAYSAGE PEINDRE,phrases_simples
Ils chantent une berceuse.,IX-3-PL BERCEUSE CHANTER,phrases_simples
Elle dessine un chat.,IX-3 CHAT DESSINER,phrases_simples
Je lis un article.,IX-1 ARTICLE LIRE,phrases_simples
Vous prenez un café.,IX-2-PL CAFÉ PRENDRE,phrases_simples
Ils visitent un zoo.,IX-3-PL ZOO VISITER,phrases_simples
Tu fais du vélo.,IX-2 VÉLO FAIRE,phrases_simples
Elle peint un tableau.,IX-3 TABLEAU PEINDRE,phrases_simples
Nous allons à la plage.,IX-1-PL PLAGE ALLER,phrases_simples
Tu prépares un sandwich.,IX-2 SANDWICH PRÉPARER,phrases_simples
Elle écrit un poème.,IX-3 POÈME ÉCRIRE,phrases_simples
Vous prenez un thé.,IX-2-PL THÉ PRENDRE,phrases_simples
Ils visitent un musée.,IX-3-PL MUSÉE VISITER,phrases_simples
Je prépare un dîner.,IX-1 DÎNER PRÉPARER,phrases_simples
Tu fais du sport.,IX-2 SPORT FAIRE,phrases_simples
Elle peint un paysage.,IX-3 PAYSAGE PEINDRE,phrases_simples
Vous achetez des livres.,IX-2-PL LIVRE+ ACHETER,phrases_simples
Ils jouent aux cartes.,IX-3-PL CARTE+ JOUER,phrases_simples
Je lis un journal.,IX-1 JOURNAL LIRE,phrases_simples
Tu prépares un repas.,IX-2 REPAS PRÉPARER,phrases_simples
Elle écrit une histoire.,IX-3 HISTOIRE ÉCRIRE,phrases_simples
Nous regardons une série.,IX-1-PL SÉRIE REGARDER,phrases_simples
Vous prenez un repas.,IX-2-PL REPAS PRENDRE,phrases_simples
Ils visitent un parc.,IX-3-PL PARC VISITER,phrases_simples
Je prépare un déjeuner.,IX-1 DÉJEUNER PRÉPARER,phrases_simples
Tu fais du shopping.,IX-2 SHOPPING FAIRE,phrases_simples
Elle peint un portrait.,IX-3 PORTRAIT PEINDRE,phrases_simples
Vous achetez des fleurs.,IX-2-PL FLEUR+ ACHETER,phrases_simples
Ils jouent aux jeux vidéo.,IX-3-PL JEU+ VIDÉO JOUER,phrases_simples
Tu prépares un goûter.,IX-2 GOÛTER PRÉPARER,phrases_simples
Nous regardons un documentaire.,IX-1-PL DOCUMENTAIRE REGARDER,phrases_simples
Vous prenez un petit-déjeuner.,IX-2-PL PETIT-DÉJEUNER PRENDRE,phrases_simples
Ils visitent un aquarium.,IX-3-PL AQUARIUM VISITER,phrases_simples
Il écrit une lettre.,IX-3 LETTRE ÉCRIRE,phrases_simples
Je prépare le petit-déjeuner.,IX-1 PETIT-DÉJEUNER PRÉPARER,phrases_simples
Tu fais tes devoirs.,IX-2 DEVOIRS FAIRE,phrases_simples
Il range sa chambre.,IX-3 CHAMBRE RANGER,phrases_simples
Elle téléphone à son ami.,IX-3 AMI TÉLÉPHONER,phrases_simples
Ils regardent les étoiles.,IX-3-PL ÉTOILE+ REGARDER,phrases_simples
Je fais du vélo.,IX-1 VÉLO FAIRE,phrases_simples
Tu prépares un gâteau.,IX-2 GÂTEAU PRÉPARER,phrases_simples
Il étudie pour un examen.,IX-3 EXAMEN ÉTUDIER,phrases_simples
Elle dessine un paysage.,IX-3 PAYSAGE DESSINER,phrases_simples
Vous faites du sport.,IX-2-PL SPORT FAIRE,phrases_simples
Je fais la vaisselle.,IX-1 VAISSELLE FAIRE,phrases_simples
Il joue de la guitare.,IX-3 GUITARE JOUER,phrases_simples
Elle fait du shopping.,IX-3 SHOPPING FAIRE,phrases_simples
Vous regardez un match.,IX-2-PL MATCH REGARDER,phrases_simples
Il lit un magazine.,IX-3 MAGAZINE LIRE,phrases_simples
Elle regarde un film.,IX-3 FILM REGARDER,phrases_simples
Vous faites du ski.,IX-2-PL SKI FAIRE,phrases_simples
Je fais du pain.,IX-1 PAIN FAIRE,phrases_simples
Tu écoutes un podcast.,IX-2 PODCAST ÉCOUTER,phrases_simples
Il écrit un article.,IX-3 ARTICLE ÉCRIRE,phrases_simples
Nous allons au travail.,IX-1-PL TRAVAIL ALLER,phrases_simples
Vous faites du vélo.,IX-2-PL VÉLO FAIRE,phrases_simples
Je fais du café.,IX-1 CAFÉ FAIRE,phrases_simples
Tu regardes un match.,IX-2 MATCH REGARDER,phrases_simples
Il écoute de la musique.,IX-3 MUSIQUE ÉCOUTER,phrases_simples
Elle lit un livre.,IX-3 LIVRE LIRE,phrases_simples
Nous allons à la piscine.,IX-1-PL PISCINE ALLER,phrases_simples
Vous faites du shopping.,IX-2-PL SHOPPING FAIRE,phrases_simples
Je prépare le dîner.,IX-1 DINER PRÉPARER,phrases_simples
Il achète des légumes.,IX-3 LÉGUME+ ACHETER,phrases_simples
Elle prend le bus.,IX-3 BUS PRENDRE,phrases_simples
Nous visitons un musée.,IX-1-PL MUSÉE VISITER,phrases_simples
Ils étudient pour un examen.,IX-3-PL EXAMEN ÉTUDIER,phrases_simples
On va au parc.,IX-1-PL PARC ALLER,phrases_simples
Je range mes affaires.,IX-1 AFFAIRE+ RANGER POSS-1,phrases_simples
Tu dessines un arbre.,IX-2 ARBRE DESSINER,phrases_simples
Vous écrivez un essai.,IX-2-PL ESSAI ÉCRIRE,phrases_simples
Je prépare un exposé.,IX-1 EXPOSÉ PRÉPARER,phrases_simples
Tu achètes des fruits.,IX-2 FRUIT+ ACHETER,phrases_simples
Elle prend le train.,IX-3 TRAIN PRENDRE,phrases_simples
Il visite un ami.,IX-3 AMI VISITER,phrases_simples
Nous mangeons des pâtes.,IX-1-PL PÂTE+ MANGER,phrases_simples
Vous buvez de l'eau.,IX-2-PL EAU BOIRE,phrases_simples
Elle écoute un podcast.,IX-3 PODCAST ÉCOUTER,phrases_simples
Il conduit une moto.,IX-3 MOTO CONDUIRE,phrases_simples
Nous faisons les courses.,IX-1-PL COURSE+ FAIRE,phrases_simples
Vous peignez un portrait.,IX-2-PL PORTRAIT PEINDRE,phrases_simples
Ils regardent un documentaire.,IX-3-PL DOCUMENTAIRE REGARDER,phrases_simples
Tu achètes des vêtements.,IX-2 VÊTEMENT+ ACHETER,phrases_simples
Elle prend l'avion.,IX-3 AVION PRENDRE,phrases_simples
Il visite un musée.,IX-3 MUSÉE VISITER,phrases_simples
Nous mangeons une pizza.,IX-1-PL PIZZA MANGER,phrases_simples
Vous buvez un jus.,IX-2-PL JUS BOIRE,phrases_simples
Je lis un livre.,IX-1 LIVRE LIRE,phrases_simples
Tu dessines un paysage.,IX-2 PAYSAGE DESSINER,phrases_simples
Elles regardent un film.,IX-3-PL FILM REGARDER,phrases_simples
Je range ma chambre.,IX-1 CHAMBRE RANGER POSS-1,phrases_simples
Tu cuisines des pâtes.,IX-2 PÂTES CUIRE,phrases_simples
Il arrose les plantes.,IX-3 PLANTE+ ARROUSER,phrases_simples
Elle envoie un message.,IX-3 MESSAGE ENVOYER,phrases_simples
Il range son bureau.,IX-3 BUREAU RANGER POSS-3,phrases_simples
Vous écoutez un podcast.,IX-2-PL PODCAST ÉCOUTER,phrases_simples
Elles chantent une chanson.,IX-3-PL CHANSON CHANTER,phrases_simples
Je conduis une moto.,IX-1 MOTO CONDUIRE,phrases_simples
Tu peins un tableau.,IX-2 TABLEAU PEINDRE,phrases_simples
Il achète des vêtements.,IX-3 VÊTEMENT+ ACHETER,phrases_simples
Nous buvons de l'eau.,IX-1-PL EAU BOIRE,phrases_simples
Vous faites la vaisselle.,IX-2-PL VAISSELLE FAIRE,phrases_simples
Je me promène en forêt.,IX-1 FORÊT SE-PROMENER,phrases_simples
Tu lis un magazine.,IX-2 MAGAZINE LIRE,phrases_simples
Vous conduisez une voiture.,IX-2-PL VOITURE CONDUIRE,phrases_simples
Ils peignent un tableau.,IX-3-PL TABLEAU PEINDRE,phrases_simples
Il boit un verre d'eau.,IX-3 VERRE EAU BOIRE,phrases_simples
Nous jouons au football.,IX-1-PL FOOTBALL JOUER,phrases_simples
Je téléphone à ma mère.,IX-1 MÈRE TÉLÉPHONER POSS-1,phrases_simples
Vous prenez le bus.,IX-2-PL BUS PRENDRE,phrases_simples
Je parle à mon ami.,IX-1 POSS-1 AMI PARLER,phrases_simples
Tu manges une pizza.,IX-2 PIZZA MANGER,phrases_simples
Elle boit un café.,IX-3 CAFÉ BOIRE,phrases_simples
Tu étudies pour un examen.,IX-2 EXAMEN ÉTUDIER,phrases_simples
Vous voyagez en avion.,IX-2-PL AVION VOYAGER,phrases_simples
Tu chantes une chanson.,IX-2 CHANSON CHANTER,phrases_simples
Il écrit un poème.,IX-3 POÈME ÉCRIRE,phrases_simples
Vous regardez la télévision.,IX-2-PL TÉLÉVISION REGARDER,phrases_simples
Je prépare un examen.,IX-1 EXAMEN PRÉPARER,phrases_simples
Il range ses affaires.,IX-3 POSS-3 AFFAIRE+ RANGER,phrases_simples
Elle achète un cadeau.,IX-3 CADEAU ACHETER,phrases_simples
Je parle à mon professeur.,IX-1 PROFESSEUR PARLER,phrases_simples
Tu manges une salade.,IX-2 SALADE MANGER,phrases_simples
Elle boit un jus.,IX-3 JUS BOIRE,phrases_simples
Je travaille dans un hôpital.,IX-1 HÔPITAL TRAVAILLER,phrases_simples
Tu étudies pour un test.,IX-2 TEST ÉTUDIER,phrases_simples
Il écoute un concert.,IX-3 CONCERT ÉCOUTER,phrases_simples
Nous achetons des légumes.,IX-1-PL LÉGUME+ ACHETER,phrases_simples
Elles dansent dans la rue.,IX-3-PL RUE DANSER,phrases_simples
Il regarde un film.,IX-3 FILM REGARDER,phrases_simples
Vous écrivez un message.,IX-2-PL MESSAGE ÉCRIRE,phrases_simples
Elles préparent un voyage.,IX-3-PL VOYAGE PRÉPARER,phrases_simples
Je joue au football.,IX-1 FOOTBALL JOUER,phrases_simples
Vous parlez anglais.,IX-2-PL ANGLAIS PARLER,phrases_simples
Elles font du shopping.,IX-3-PL SHOPPING FAIRE,phrases_simples
Je prends un bain.,IX-1 BAIN PRENDRE,phrases_simples
Tu regardes un documentaire.,IX-2 DOCUMENTAIRE REGARDER,phrases_simples
Il écoute de la radio.,IX-3 RADIO ÉCOUTER,phrases_simples
Vous jouez aux échecs.,IX-2-PL ÉCHEC+ JOUER,phrases_simples
Elles chantent une berceuse.,IX-3-PL BERCEUSE CHANTER,phrases_simples
Tu dessines un portrait.,IX-2 PORTRAIT DESSINER,phrases_simples
Il conduit un camion.,IX-3 CAMION CONDUIRE,phrases_simples
Vous écoutez de la musique classique.,IX-2-PL MUSIQUE CLASSIQUE ÉCOUTER,phrases_simples
Elles dansent un tango.,IX-3-PL TANGO DANSER,phrases_simples
Je prépare un repas.,IX-1 REPAS PRÉPARER,phrases_simples
Il regarde un match de football.,IX-3 MATCH FOOTBALL REGARDER,phrases_simples
Vous écrivez une lettre.,IX-2-PL LETTRE ÉCRIRE,phrases_simples
Elles préparent un dîner.,IX-3-PL DÎNER PRÉPARER,phrases_simples
Je joue de la guitare.,IX-1 GUITARE JOUER,phrases_simples
Il boit du jus.,IX-3 JUS BOIRE,phrases_simples
Nous regardons un concert.,IX-1-PL CONCERT REGARDER,phrases_simples
Vous parlez espagnol.,IX-2-PL ESPAGNOL PARLER,phrases_simples
Elles font du yoga.,IX-3-PL YOGA FAIRE,phrases_simples
Je prends un café.,IX-1 CAFÉ PRENDRE,phrases_simples
Je bois de l'eau.,IX-1 EAU BOIRE,phrases_simples
Elle achète des fruits.,IX-3 FRUIT+ ACHETER,phrases_simples
On mange au restaurant.,IX-1-PL RESTAURANT MANGER,phrases_simples
Elle chante une chanson.,IX-3 CHANSON CHANTER,phrases_simples
Il peint un tableau.,IX-3 TABLEAU PEINDRE,phrases_simples
Elle danse sur la scène.,IX-3 SCÈNE DANCER,phrases_simples
Nous étudions pour un examen.,IX-1-PL EXAMEN ÉTUDIER,phrases_simples
Vous travaillez dans un bureau.,IX-2-PL BUREAU TRAVAILLER,phrases_simples
Ils voyagent en avion.,IX-3-PL AVION VOYAGER,phrases_simples
On se repose à la maison.,IX-1-PL MAISON SE-REPOSER,phrases_simples
Tu prépares ton sac.,IX-2 SAC PRÉPARER,phrases_simples
Elle cuisine un plat.,IX-3 PLAT CUISINER,phrases_simples
On se détend sur le canapé.,IX-1-PL CANAPÉ SE-DÉTENDRE,phrases_simples
Tu écris un message.,IX-2 MESSAGE ÉCRIRE,phrases_simples
Il regarde la télévision.,IX-3 TÉLÉVISION REGARDER,phrases_simples
Elle mange une pizza.,IX-3 PIZZA MANGER,phrases_simples
On se promène au parc.,IX-1-PL PARC SE-PROMENER,phrases_simples
Je dessine un chat.,IX-1 CHAT DESSINER,phrases_simples
Tu téléphones à ta mère.,IX-2 MÈRE TÉLÉPHONER,phrases_simples
Il peint une maison.,IX-3 MAISON PEINDRE,phrases_simples
Elle danse sur la musique.,IX-3 MUSIQUE DANCER,phrases_simples
Nous étudions pour un test.,IX-1-PL TEST ÉTUDIER,phrases_simples
Vous travaillez dans une entreprise.,IX-2-PL ENTREPRISE TRAVAILLER,phrases_simples
Ils voyagent en voiture.,IX-3-PL VOITURE VOYAGER,phrases_simples
On se repose sur le lit.,IX-1-PL LIT SE-REPOSER,phrases_simples
Elle danse avec joie.,IX-3 JOIE DANCER,phrases_simples
Vous écrivez un poème.,IX-2-PL POÈME ÉCRIRE,phrases_simples
Ils mangent des fruits.,IX-3-PL FRUIT+ MANGER,phrases_simples
Tu bois du jus.,IX-2 JUS BOIRE,phrases_simples
Tu chantes une berceuse.,IX-2 BERCEUSE CHANTER,phrases_simples
Elle danse avec grâce.,IX-3 GRÂCE DANCER,phrases_simples
