fr,gloss,category
As-tu déjà vu un opéra ?,IX-2 OPÉRA VOIR ?,questions_fermees
"Dans un mois, nous allons organiser une fête de la musique.",MOIS PROCHAIN IX-1-PL FÊTE MUSIQUE ORGANISER,temps_futur
Je trouve que l'automne est une belle saison.,AUTOMNE BEAU SAISON TROUVER IX-1,meteo_nature
Ils ont participé à une conférence sur les maladies mentales.,IX-3-PL CONFÉRENCE PARTICIPER MALADIE MENTAL,pronoms_vous_ils
Ils ont organisé une conférence parce qu'ils voulaient discuter des droits humains.,IX-3-PL CONFÉRENCE ORGANISER DROIT HUMAIN DISCUTER VOULOIR DONC,cause_consequence
Je préfère regarder des films en version originale.,IX-1 FILM VERSION ORIGINALE PRÉFÉRER REGARDER,technologie
Est-ce que tu as un grille-pain ?,IX-2 GRILLE-PAIN ?,questions_fermees
"L'année passée, vous avez voyagé pour les vacances de Noël.",ANNÉE PASSÉE IX-2-PL VACANCE NOËL VOYAGER,temps_passe
Le prêtre est en prière.,PRÊTRE PRIER,adjectifs_descriptifs
Elle ne regarde plus de films d'action.,IX-3 FILM ACTION REGARDER PLUS,negation_autres
"Bientôt, vous adopterez un hamster.",BIENTÔT IX-2-PL HAMSTER ADOPTER,temps_futur
Tu as essayé les barres énergétiques ?,IX-2 BARRE ÉNERGÉTIQUE ESSAYER ?,alimentation
Elle a une réunion à Amsterdam.,AMSTERDAM RÉUNION IX-3 AVOIR,lieux_villes
Elle est inquiète car son cloud est piraté.,CLOUD PIRATER IX-3 INQUIÈTE,sentiments_emotions
Il ne joue plus aux jeux vidéo.,IX-3 JEU VIDEO JOUER PLUS,negation_autres
Je lis un livre passionnant en ce moment.,MAINTENANT IX-1 LIVRE LIRE PASSIONNANT,loisirs_sport
Tu as peur des fantômes ?,FANTÔME IX-2 PEUR ?,questions_fermees
J'utilise mon ordinateur pour travailler.,IX-1 POSS-1 ORDINATEUR TRAVAILLER,technologie
Ils jouent au football à 16 heures.,16 HEURE IX-3-PL FOOTBALL JOUER,heure_horaires
Le vélo est confortable.,VÉLO CONFORTABLE,adjectifs_descriptifs
Tu es mon âme sœur et je t'aime plus que tout.,IX-2 POSS-1 ÂME SŒUR IX-1 IX-2 AIMER PLUS QUE TOUT,sentiments_emotions
Ne perds pas ton argent de poche.,ARGENT-DE-POCHE PERDRE PAS,ordres_imperatif
Vous pouvez m'aider à configurer ce routeur Wi-Fi ?,ROUTEUR WIFI CONFIGURER AIDER IX-2 IX-1 POUVOIR ?,verbes_modaux
Combien de temps ça dure ?,DURER TEMPS COMBIEN,questions
Ce livre est aussi bien structuré que le précédent.,LIVRE PRÉCÉDENT AUSSI BIEN STRUCTURÉ,comparaisons
Elle sait utiliser un logiciel de comptabilité.,LOGICIEL COMPTABILITE IX-3 UTILISER SAVOIR,verbes_modaux
Quand tu fais le ménage de la salle de bain ?,IX-2 SALLE+ BAIN MÉNAGE FAIRE QUAND,questions_ouvertes
Écoutez la musique avec attention.,MUSIQUE ÉCOUTER ATTENTION,ordres_imperatif
Je ne mange plus de spécialités locales.,IX-1 SPECIALITE+ LOCAL MANGER PLUS,negation_autres
Il vaut mieux éviter de sortir par temps de grêle.,GRÊLE TEMPS SORTIR ÉVITER VAUT MIEUX,il_impersonnel_verbe
Tu as oublié de vérifier la pression des pneus arrière et avant de la voiture.,PNEU PRESSION VÉRIFIER OUBLIER VOITURE ARRIÈRE AVANT,transport
Tu chantes en chœur et tu danses en rythme.,IX-2 CHŒUR CHANTER DANCER RYTHME,phrases_complexes_et
Tu es découragé par cette tâche.,IX-2 DÉCOURAGÉ TÂCHE,adjectifs_etat_emotion
Vous arrosez les plantes le matin.,IX-2-PL PLANTE+ MATIN ARROSER,pronoms_vous_ils
"Hier, nous avons regardé la télévision.",HIER IX-1-PL TELEVISION REGARDER,temps
Nous avons acheté des livres de cuisine à Budapest.,BUDAPEST IX-1-PL LIVRE CUISINE ACHETER,lieux_villes
Les joueurs ont protesté contre les décisions de l'arbitre.,ARBITRE DÉCISION PROTESTER JOUEUR+,loisirs_sport
Nous nous sommes trompés de chemin en forêt.,IX-1-PL CHEMIN FORÊT TROMPER,verbes_reflechis
Prends un comprimé toutes les six heures.,COMPRIMÉ HEURE SIX TOUTES PRENDRE,voyages
Nous avons attendu une heure pour le train.,1 HEURE TRAIN IX-1-PL ATTENDRE,heure_horaires
Je préfère les films d'horreur.,IX-1 FILM HORREUR PRÉFÉRER,loisirs_sport
Les tortues se cachent sous les rochers.,TORTUE+ ROCHER SE-CACHER,animaux
Nous promenons les hamsters.,IX-1-PL HAMSTER+ PROMENER,svo_simple
Le serveur ne répond pas à la requête.,REQUÊTE RÉPONDRE PAS,negation_pas
Nous avons besoin de cinq stylos pour le jeu.,IX-1-PL STYLO 5 JEU BESOIN,nombres_quantites
Ma tante a réservé une croisière en Méditerranée.,POSS-1 TANTE CROISIÈRE MÉDITERRANÉE RÉSERVER,famille
Tu étudies la Bible en cours de religion ?,RELIGION BIBLE ÉTUDIER IX-2 ?,education
Quel est ton animal de compagnie actuel ?,POSS-2 ANIMAL COMPAGNIE ACTUEL QUOI,questions_qui_que
Il ne fait pas de yoga.,IX-3 YOGA FAIRE PAS,negation_pas
Vous avez des idées pour améliorer l'organisation ?,IX-2-PL IDÉE ORGANISATION AMÉLIORER ?,travail
Il a partagé une vidéo sur les réseaux sociaux.,IX-3 RÉSEAU SOCIAL VIDÉO PARTAGER,technologie
Je trouve que les trains à grande vitesse sont incroyables.,TRAIN GRANDE VITESSE INCROYABLE IX-1 TROUVER,transport
Ils ont acheté des cadeaux pour les invités.,IX-3-PL INVITÉ+ CADEAU+ ACHETER,alimentation
Tu as vu le nouveau spectacle ou tu préfères attendre la sortie en DVD ?,IX-2 SPECTACLE NOUVEAU VOIR OU IX-2 DVD SORTIE ATTENDRE PRÉFÉRER ?,phrases_complexes
Il fait du judo le mardi.,MARDI IX-3 JUDO FAIRE,loisirs_sport
Vous êtes sceptiques sur ce livre.,IX-2-PL LIVRE SCEPTIQUE,adjectifs_etat_emotion
Tu as déjà écouté de la musique pop ?,IX-2 DÉJÀ MUSIQUE POP ÉCOUTER ?,questions_fermees
Je travaille tard ce soir.,IX-1 SOIR CE TARD TRAVAILLER,vie_quotidienne
Elle a joué de la flûte à Prague.,PRAGUE FLÛTE JOUER,lieux_villes
Elle court tous les jours.,JOUR+ IX-3 COURIR,loisirs_sport
Le métro est bondé pendant l'heure de pointe.,HEURE POINTE MÉTRO BONDÉ,transport
"Avant-hier, tu as reçu des cadeaux.",AVANT-HIER IX-2 CADEAU RECEVOIR,temps_passe
"Parce qu'il a trop mangé, il se sent mal.",IX-3 TROP MANGER DONC MAL SE SENTIR,cause_consequence
Ma grand-mère a tricoté un pull.,POSS-1 GRAND-MÈRE PULL TRICOTER,famille
Je mange une banane.,IX-1 BANANE MANGER,svo_simple
La foi est plus importante que les rites pour certains croyants.,FOI RITE PLUS IMPORTANT,comparaisons
Cette voiture est aussi confortable que la précédente.,VOITURE PRÉCÉDENTE CONFORTABLE,comparaisons
Elle ne porte aucune robe de fête.,IX-3 ROBE-FÊTE PORTER AUCUN,negation_autres
Je cultive des tomates dans mon jardin.,JARDIN IX-1 TOMATE+ CULTIVER,alimentation
Combien de temps dure le trajet ?,TRAJET DURER COMBIEN,questions
Tu ne vois plus aucun monument ancien ici.,IX-2 MONUMENT ANCIEN VOIR PLUS,negation_autres
"La nuit dernière, nous avons regardé un film d'horreur.",NUIT DERNIÈRE IX-1-PL FILM HORREUR REGARDER,temps_passe
"Les fleurs fanent, alors l'automne est là.",FLEUR FANER DONC AUTOMNE,cause_consequence
"Quand tu jardines, tu te détends.",IX-2 JARDINER QUAND DÉTENDRE,phrases_complexes_si_condition
Ils goûtent les plats typiques et les recommandent.,IX-3-PL PLAT TYPIQUE GOûTER RECOMMANDER,phrases_complexes_et
Votre projet sur la Renaissance est fascinant.,POSS-2-PL PROJET RENAISSANCE FASCINANT,possessifs
Vissez les vis.,VIS VISSE,ordres_imperatif
"Il a bien travaillé, alors il a réussi.",IX-3 BIEN TRAVAILLER DONC RÉUSSIR,cause_consequence
Nous avons nettoyé les fenêtres de la chambre.,POSS-1-PL CHAMBRE FENÊTRE NETTOYER,maison_logement
Nous ne chantons pas de chansons de Noël.,IX-1-PL CHANSON NOËL CHANTER PAS,negation_pas
Le maire annonce une nouvelle politique.,MAIRE POLITIQUE NOUVELLE ANNONCER,svo_simple
Tu as vu le dernier concert de ton groupe préféré ?,IX-2 CONCERT GROUPE PRÉFÉRÉ VOIR ?,loisirs_sport
La maison est moderne.,MAISON MODERNE,adjectifs
"Ce mois-ci, elle ira à la plage.",MOIS CE IX-3 PLAGE ALLER,temps_futur
Le boulanger pèse le levain.,BOULANGER LEVAIN PESER,svo_simple
Mes parents ont des haies.,POSS-1-PL PARENT HAIE+,famille
Elle sait cuisiner des plats délicieux.,PLAT DÉLICIEUX CUISINER IX-3 SAVOIR,verbes_modaux
Je suis triste de quitter ce musée.,MUSÉE QUITTER IX-1 TRISTE,sentiments_emotions
Il lit un livre sur la médecine holistique.,LIVRE MÉDECINE HOLISTIQUE LIRE IX-3,sante
"Hier soir, tu as vu une pièce de théâtre antique.",HIER SOIR IX-2 PIÈCE THÉÂTRE ANTIQUE VOIR,temps_passe
Elle ne boit jamais de thé.,IX-3 THE BOIRE JAMAIS,negations
Je veux sept bonbons.,IX-1 BONBON 7 VOULOIR,nombres_quantites
Les lunettes sont en métal argenté.,LUNETTE MÉTAL ARGENTÉ,adjectifs_descriptifs
"Ce soir, je vais au restaurant.",CE SOIR IX-1 RESTAURANT ALLER,temps
Combien de temps tu mets pour faire un devoir ?,IX-2 DEVOIR TEMPS METTRE COMBIEN,questions_ouvertes
"Il y a un an, elle a soufflé les bougies.",UN AN AVANT IX-3 BOUGIE SOUFFLER,temps_passe
Mes parents vont à la campagne pour se reposer.,CAMPAGNE POSS-1 PARENT+ ALLER REPOSER,lieux
Elles ont acheté de nouvelles chaises pour la cuisine.,IX-3-PL CUISINE CHAISE NOUVELLE ACHETER,maison_logement
Nous avons vu des éléphants en Afrique.,ÉLÉPHANT+ AFRIQUE VOIR IX-1-PL,voyages
Les médecins recommandent de se reposer après une intervention.,MÉDECIN REPOSER INTERVENTION RECOMMANDER,meteo_nature
Le lit est fait.,LIT FAIRE,adjectifs_descriptifs
Tu as vu ce sac à main en solde ?,SAC MAIN SOLDE VOIR IX-2,courses_achats
Les amis partagent leurs repas.,AMI+ REPAS PARTAGER,pluriels
Nous ne célébrons pas le solstice.,IX-1-PL SOLSTICE CELEBRER PAS,negation_pas
Tu dois laver ton uniforme avant demain.,IX-2 UNIFORME LAVER DEVOIR DEMAIN,education
Ils ont fini les dossiers avant la date limite.,DATE LIMITE DOSSIER+ FINIR IX-3-PL,pronoms_vous_ils
"Elle est très dynamique, cependant elle manque de patience.",IX-3 DYNAMIQUE MAIS IX-3 PATIENCE MANQUER,phrases_complexes_mais
Allons voir ce film en 4D.,FILM 4D ALLER VOIR,ordres_imperatif
"Il a envoyé des fleurs, donc elle a été très heureuse.",IX-3 FLEUR ENVOYER DONC HEUREUX,cause_consequence
Nous faisons du yoga le matin.,IX-1-PL YOGA MATIN FAIRE,loisirs_sport
Elle a deux livres de poésie.,IX-3 LIVRE 2 POÉSIE,nombres_quantites
Elle lit un conte de fées.,IX-3 CONTE FÉES LIRE,animaux
"Hier, nous avons mangé des pâtes.",HIER IX-1-PL PASTE MANGER,temps
Elle a sept chats.,IX-3 CHAT 7,nombres_quantites
As-tu déjà essayé le kayak ?,IX-2 KAYAK ESSAYER DEJA ?,questions_fermees
Avez-vous terminé la préparation du dossier ?,DOSSIER PRÉPARATION TERMINER IX-2-PL ?,questions_fermees
La cheminée était le cœur de la maison.,CHEMINÉE CŒUR MAISON,maison_logement
"Tous les jours, il achète des cadeaux pour les fêtes.",TOUS JOUR IX-3 FÊTE CADEAU ACHETER,temps_present_habitude
Vous participez au tournoi de tennis ?,IX-2-PL TOURNOI+ TENNIS PARTICIPER ?,pronoms_vous_ils
Les chants sacrés ont duré une heure.,CHANT SACRÉ 1 HEURE DURER,heure_horaires
Qui a passé l'aspirateur ?,ASPIRATEUR PASSER QUI,questions_qui_que
Votre école a un ordinateur.,POSS-2-PL ÉCOLE ORDINATEUR,descriptions_personnes
"Il y a trois mois, tu as joué au volley-ball.",TROIS MOIS AVANT IX-2 VOLLEY-BALL JOUER,temps_passe
Vous pouvez réserver un billet de bus en ligne.,BILLET BUS IX-2-PL RÉSERVER POUVOIR,verbes_modaux
"La semaine dernière, ils ont préparé des cadeaux.",SEMAINE DERNIÈRE IX-3-PL CADEAU PRÉPARER,temps_passe
Le système d'exploitation que vous avez mis à jour est plus fiable.,SYSTÈME D'EXPLOITATION IX-2-PL MISE À JOUR FIABLE,relative_qui_que
Le député a un bureau lumineux.,DÉPUTÉ BUREAU LUMINEUX,maison_logement
Votre professeur est gentil.,POSS-2-PL PROFESSEUR GENTIL,possessifs
Il a mangé une pizza et il a bu une limonade.,IX-3 PIZZA MANGER | LIMONADE BOIRE,phrases_complexes
Le bureau ouvre à 9h30.,9 HEURE 30 MINUTE BUREAU OUVRIR,heure_horaires
Il fait chaud en été.,ÉTÉ CHAUD,meteo_nature
Je prépare un déjeuner.,IX-1 DÉJEUNER PRÉPARER,phrases_simples
Tu fais tes valises et je fais les miennes.,IX-2 VALISE FAIRE IX-1 VALISE FAIRE,phrases_complexes_et
"Nous sommes fatigués, mais nous profitons du paysage.",IX-1-PL FATIGUÉ MAIS IX-1-PL PROFITER PAYSAGE,phrases_complexes_mais
Ils ne participent pas aux débats.,IX-3-PL DÉBAT PARTICIPER PAS,negation_pas
Il faut faire des exercices de musculation.,MUSCULATION EXERCICE FAIRE FALLOIR,verbes_modaux
Nous avons nourri les oiseaux dans le jardin.,JARDIN OISEAU NOURRIR IX-1-PL,pronoms_on_nous
Nous allons au parc aquatique.,IX-1-PL PARC AQUATIQUE ALLER,loisirs_sport
Je prends un café en attendant le train.,IX-1 CAFÉ PRENDRE TRAIN ATTENDRE,transport
Les plantes poussent mieux avec de l'engrais.,PLANTE ENGRAIS POUSSER MIEUX,heure_horaires
Il est nécessaire de bien cuire les viandes.,VIANDE CUISINER NECESSAIRE,il_impersonnel_adjectif
Les tantes font du tricot.,TANTE+ TRICOT FAIRE,pluriels
"Il a fait très froid ce matin, donc nous avons allumé le chauffage.",FROID FAIRE CE MATIN TRÈS DONC IX-1-PL CHAUFFAGE ALLUMER,phrases_complexes
Les magasins ouvrent tôt le matin.,MAGASIN MATIN TÔT OUVRIR,courses_achats
Tu as cuit des légumes ?,IX-2 LÉGUME+ CUIT ?,alimentation
Nous ne choisissons pas les fleurs pour la fête des mères.,IX-1-PL FÊTE-MÈRE FLEUR CHOISIR PAS,negation_pas
Le vieux livre est fascinant.,LIVRE VIEUX FASCINANT,adjectifs_descriptifs
Ma tante a une trottinette électrique.,POSS-1 TANTE TROTTINETTE ÉLECTRIQUE AVOIR,famille
Où est ta famille ?,FAMILLE OÙ,questions_ouvertes
Elle a 1 euro de trop.,1 EURO TROP IX-3 AVOIR,heure_horaires
Son travail est minutieux.,POSS-3 TRAVAIL MINUTIEUX,adjectifs_descriptifs
Nous avons pris le train pour aller en ville.,IX-1-PL TRAIN VILLE ALLER,courses_achats
Elle ne joue pas aux échecs.,IX-3 ECHEC JOUER PAS,negation_pas
Il est facile de faire une salade de fruits.,SALADE FRUIT FAIRE FACILE,il_impersonnel_adjectif
