fr,gloss,category
Le droit à un avocat commis d'office sera étendu aux gardes à vue.,AVOCAT COMMIS D'OFFICE DROIT GARDE À VUE ÉTENDRE,discours_campagne
Je m'engage à ce que 100% des décisions de justice soient publiées en open data.,DÉCISION JUSTICE 100% OPEN-DATA PUBLIER IX-1 ENGAGER,discours_campagne
Notre projet prévoit la création d'un tribunal spécialisé pour les crimes écologiques.,TRIBUNAL SPÉCIALISÉ CRIME ÉCOLOGIQUE CRÉER PROJET POSS-1-PL PRÉVOIR,discours_campagne
Les victimes de violences sexuelles auront un statut protecteur renforcé.,VICTIME VIOLENCE SEXUEL STATUT PROTECTEUR RENFORCER AVOIR,discours_campagne
Je veux une justice qui sanctionne rapidement les fraudes sociales massives.,JUSTICE FRAUDE SOCIAL MASSIF SANCTION RAPIDE IX-1 VOULOIR,discours_campagne
Nous instaurerons un revenu juridique d'existence pour les justiciables précaires.,REVENU JURIDIQUE EXISTENCE JUSTICIABLE PRÉCAIRE INSTAURER IX-1-PL,discours_campagne
Le droit à l'interprétation en LSF dans les procédures judiciaires sera garanti.,LSF INTERPRÉTATION PROCÉDURE JUDICIAIRE DROIT GARANTIR,discours_campagne
Je propose une amnistie fiscale contrôlée pour relancer l'économie locale.,AMNISTIE FISCAL ÉCONOMIE LOCAL RELANCER IX-1 PROPOSER,discours_campagne
Notre réforme pénitentiaire visera la réinsertion plutôt que la punition.,RÉFORME PÉNITENTIAIRE RÉINSERTION PUNITION PLUTÔT-QUE VISER,discours_campagne
Les lanceurs d'alerte bénéficieront d'une protection juridique totale et immédiate.,LANCEUR ALERTE PROTECTION JURIDIQUE TOTAL IMMÉDIAT BÉNÉFICIER,discours_campagne
Je veux que la France soit exemplaire dans l'application des droits humains.,FRANCE DROIT HUMAIN APPLICATION EXEMPLAIRE IX-1 VOULOIR,discours_campagne
Nous créerons un fonds national d'indemnisation pour les erreurs judiciaires.,FONDS NATIONAL INDEMNISATION ERREUR JUDICIAIRE CRÉER IX-1-PL,discours_campagne
Le droit à un recours effectif contre les décisions administratives sera renforcé.,RECOURS DÉCISION ADMINISTRATIF EFFECTIF DROIT RENFORCER,discours_campagne
Je m'engage à ce que plus aucun mineur ne soit placé en détention provisoire.,MINEUR DÉTENTION PROVISOIRE PLACER PLUS AUCUN IX-1 ENGAGER,discours_campagne
Notre priorité absolue : lutter contre l'impunité des crimes financiers.,CRIME FINANCIER IMPUNITÉ LUTTE PRIORITÉ ABSOLU POSS-1-PL,discours_campagne
Les justiciables auront accès à une médiation gratuite avant tout procès.,JUSTICIABLE+ MÉDIATION GRATUIT PROCÈS AVANT ACCÈS AVOIR,discours_campagne
Je propose la création d'un parquet européen indépendant pour lutter contre la criminalité transnationale.,PARQUET EUROPÉEN INDÉPENDANT CRIMINALITÉ TRANSNATIONAL LUTTE CRÉER IX-1 PROPOSER,discours_campagne
Notre réforme constitutionnelle inclura le droit à un environnement sain.,RÉFORME CONSTITUTION DROIT ENVIRONNEMENT SAIN INCLURE,discours_campagne
Les peines pour discrimination raciale seront alourdies de manière significative.,PEINE DISCRIMINATION RACIAL SIGNIFICATIF ALOURDIR,discours_campagne
Je veux une justice qui donne enfin la parole aux sans-voix de notre société.,JUSTICE SANS-VOIX SOCIÉTÉ PAROLE DONNER FINALEMENT IX-1 VOULOIR,discours_campagne
Nous mettrons en place un numéro vert national pour les victimes de violences institutionnelles.,NUMÉRO VERT NATIONAL VICTIME VIOLENCE INSTITUTIONNEL PLACER IX-1-PL,discours_campagne
Le droit à la déconnexion sera étendu à tous les salariés du secteur public.,DÉCONNEXION DROIT SALARIÉ+ SECTEUR PUBLIC ÉTENDRE,discours_campagne
Le logement social doit représenter 30% des constructions neuves dans chaque commune d’ici 2030.,2030 LOGEMENT SOCIAL 30% CONSTRUCTION NOUVELLE+ COMMUNE+ OBLIGATOIRE,discours_campagne
Nous instaurerons un bouclier anti-spéculation pour protéger les locataires des hausses abusives.,IX-1-PL BOUCLIER ANTI-SPÉCULATION LOYER HAUSSE ABUSIF PROTÉGER LOCATAIRE+,discours_campagne
Le droit à un logement digne ne peut plus être une promesse vide de sens.,LOGEMENT DIGNE DROIT PROMETTRE VIDE SENS PLUS POSSIBLE,discours_campagne
"Chaque Français doit pouvoir accéder à un toit, quels que soient ses revenus.",FRANÇAIS+ TOIT ACCÉDER REVENU+ N'IMPORTE-QUEL OBLIGATOIRE,discours_campagne
Nous doublerons les aides à la rénovation énergétique pour les propriétaires modestes.,RÉNOVATION ÉNERGÉTIQUE AIDE+ PROPRIÉTAIRE MODESTE+ DOUBLER,discours_campagne
"La crise du logement exige une réponse nationale, pas des mesures épars.",CRISE LOGEMENT RÉPONSE NATIONAL MESURE ÉPARS PAS BESOIN,discours_campagne
Je propose un moratoire immédiat sur les expulsions locatives en hiver.,EXPULSION LOCATIVE HIVER MORATOIRE IMMÉDIAT IX-1 PROPOSER,discours_campagne
Les loyers seront encadrés dans les zones tendues pour éviter les dérives.,LOYER ZONE TENDUE+ ENCADRER DÉRIVE ÉVITER,discours_campagne
Nous créerons 200 000 logements sociaux supplémentaires par an.,LOGEMENT SOCIAL 200000+ PAR AN CRÉER,discours_campagne
"La spéculation immobilière asphyxie nos villes, il est temps d’agir.",SPÉCULATION IMMOBILIÈRE VILLE+ ASPHYXIER AGIR TEMPS,discours_campagne
"Le mal-logement coûte cher à la société, investissons dans des solutions durables.",MAL-LOGEMENT SOCIÉTÉ COÛT CHER SOLUTION DURABLE+ INVESTIR IMPÉRATIF,discours_campagne
Je m’engage à ce qu’aucune famille ne dorme dans la rue d’ici 2027.,2027 FAMILLE+ RUE DORMIR AUCUN IX-1 ENGAGER,discours_campagne
"Les hébergements d’urgence doivent être une solution transitoire, pas une fin en soi.",HÉBERGEMENT URGENCE SOLUTION TRANSITOIRE FIN PAS DEVENIR,discours_campagne
Nous sanctionnerons les propriétaires qui laissent des logements vacants sans raison valable.,PROPRIÉTAIRE+ LOGEMENT VACANT+ RAISON VALEUR SANS SANCTIONNER,discours_campagne
"Le logement est un droit, pas une marchandise.",LOGEMENT DROIT MARCHANDISE PAS,discours_campagne
Nous développerons des éco-quartiers pour concilier habitat et transition écologique.,ÉCO-QUARTIER+ HABITAT TRANSITION ÉCOLOGIQUE CONCILIER DÉVELOPPER,discours_campagne
Les jeunes actifs doivent pouvoir accéder à la propriété sans s’endetter à vie.,JEUNE ACTIF+ PROPRIÉTÉ ACCÉDER DETTE VIE SANS POSSIBLE,discours_campagne
Je défends un plan Marshall pour le logement en milieu rural.,PLAN MARSHALL LOGEMENT MILIEU RURAL IX-1 DÉFENDRE,discours_campagne
Les copropriétés dégradées seront réhabilitées avec un fonds national dédié.,COPROPRIÉTÉ DÉGRADÉ+ RÉHABILITER FONDS NATIONAL DÉDIÉ,discours_campagne
Nous mettrons fin aux passoires thermiques d’ici 2035.,2035 PASSOIRE THERMIQUE+ FIN METTRE,discours_campagne
L’accès au logement doit être simplifié pour les travailleurs précaires.,LOGEMENT ACCÈS SIMPLIFIER TRAVAILLEUR PRÉCAIRE+ OBLIGATOIRE,discours_campagne
Je propose un bail solidaire pour les ménages en difficulté financière.,BAIL SOLIDAIRE MÉNAGE DIFFICULTÉ FINANCIÈRE+ IX-1 PROPOSER,discours_campagne
Les logements insalubres seront réquisitionnés si nécessaire.,LOGEMENT INSALUBRE+ RÉQUISITIONNER SI BESOIN,discours_campagne
Nous instaurerons un permis de louer pour lutter contre les marchands de sommeil.,PERMIS LOUER MARCHAND SOMMEIL+ LUTTER INSTAURER,discours_campagne
Le logement intergénérationnel sera encouragé par des incitations fiscales.,LOGEMENT INTERGÉNÉRATIONNEL INCITATION FISCALE+ ENCOURAGER,discours_campagne
Je veux que les logements vacants soient mobilisés pour les sans-abri.,LOGEMENT VACANT+ SANS-ABRI+ MOBILISER IX-1 VOULOIR,discours_campagne
Nous renforcerons les droits des locataires face aux abus des propriétaires.,DROIT LOCATAIRE+ ABUS PROPRIÉTAIRE+ FACE RENFORCER,discours_campagne
La mixité sociale dans l’habitat doit être une priorité absolue.,MIXITÉ SOCIALE HABITAT PRIORITÉ ABSOLUE DEVENIR,discours_campagne
Je m’engage à ce que les loyers ne dépassent pas 30% des revenus des ménages.,LOYER REVENU MÉNAGE 30% DÉPASSER PAS IX-1 ENGAGER,discours_campagne
Nous créerons des maisons-relais pour les femmes victimes de violences conjugales.,MAISON-RELAIS FEMME+ VICTIME VIOLENCE CONJUGALE+ CRÉER,discours_campagne
Le logement doit être un levier d’intégration pour les réfugiés.,LOGEMENT LEVIER INTÉGRATION RÉFUGIÉ+ DEVENIR,discours_campagne
Je propose un bonus écologique pour les rénovations utilisant des matériaux biosourcés.,BONUS ÉCOLOGIQUE RÉNOVATION MATÉRIAU BIOSOURCÉ+ IX-1 PROPOSER,discours_campagne
Les résidences étudiantes seront construites en partenariat avec les universités.,RÉSIDENCE ÉTUDIANT+ CONSTRUIRE PARTENARIAT UNIVERSITÉ+,discours_campagne
Nous mettrons en place un observatoire national des loyers pour plus de transparence.,OBSERVATOIRE NATIONAL LOYER+ TRANSPARENCE PLUS METTRE,discours_campagne
La précarité énergétique touche 12% des ménages ; nous agirons sans délai.,PRÉCARITÉ ÉNERGÉTIQUE MÉNAGE+ 12% TOUCHER DÉLAI SANS AGIR,discours_campagne
Je veux que les bailleurs sociaux soient exemplaires en matière de qualité de service.,BAILLEUR SOCIAL+ QUALITÉ SERVICE EXEMPLAIRE IX-1 VOULOIR,discours_campagne
Nous développerons des logements modulaires pour répondre aux urgences sociales.,LOGEMENT MODULAIRE+ URGENCE SOCIALE+ RÉPONDRE DÉVELOPPER,discours_campagne
Le droit au logement opposable sera enfin appliqué sans restriction.,DROIT LOGEMENT OPPOSABLE APPLIQUER RESTRICTION SANS ENFIN,discours_campagne
Je propose un plan de sauvetage pour les copropriétés en difficulté financière.,PLAN SAUVEGARDE COPROPRIÉTÉ+ DIFFICULTÉ FINANCIÈRE+ IX-1 PROPOSER,discours_campagne
Les logements adaptés aux personnes âgées seront subventionnés à hauteur de 50%.,LOGEMENT ADAPTÉ PERSONNE ÂGÉ+ SUBVENTION 50%,discours_campagne
Nous lancerons un appel à projets pour des logements innovants et écoresponsables.,APPEL PROJET+ LOGEMENT INNOVANT ÉCORESPONSABLE+ LANCER,discours_campagne
La garantie universelle des loyers sera généralisée pour sécuriser les propriétaires.,GARANTIE UNIVERSELLE LOYER+ GÉNÉRALISER PROPRIÉTAIRE+ SÉCURISER,discours_campagne
Je défendrai une loi pour interdire les coupures d’eau et d’électricité en hiver.,LOI COUPURE EAU ÉLECTRICITÉ HIVER INTERDIRE IX-1 DÉFENDRE,discours_campagne
Nous instaurerons un médiateur national du logement pour régler les conflits locatifs.,MÉDIATEUR NATIONAL LOGEMENT CONFLIT LOCATIF+ RÉGLER INSTAURER,discours_campagne
Le logement est la première brique de la dignité humaine.,LOGEMENT PREMIER BRICK DIGNITÉ HUMAIN,discours_campagne
Je propose un crédit d’impôt pour les propriétaires qui louent à des prix modérés.,CRÉDIT IMPÔT PROPRIÉTAIRE+ LOYER PRIX MODÉRÉ+ IX-1 PROPOSER,discours_campagne
Nous créerons des villages inclusifs pour rompre l’isolement des personnes âgées.,VILLAGE INCLUSIF ISOLEMENT PERSONNE ÂGÉ+ ROMPRE CRÉER,discours_campagne
La rénovation des logements anciens sera accélérée avec des prêts à taux zéro.,LOGEMENT ANCIEN+ RÉNOVATION ACCÉLÉRER PRÊT TAUX ZÉRO,discours_campagne
Je m’engage à ce que les logements sociaux soient attribués dans un délai maximal de six mois.,LOGEMENT SOCIAL ATTRIBUER DÉLAI MAXIMAL 6-MOIS IX-1 ENGAGER,discours_campagne
Nous développerons des solutions de colocation solidaire pour les jeunes travailleurs.,COLOCATION SOLIDAIRE JEUNE TRAVAILLEUR+ SOLUTION+ DÉVELOPPER,discours_campagne
Le logement doit être au cœur de la politique de lutte contre les inégalités.,LOGEMENT CŒUR POLITIQ LUTTE INÉGALITÉ+ DEVENIR,discours_campagne
"La France que nous aimerions construire, c'est une France où l'intégration réussie devient la norme, pas l'exception.","IX-1-PL FRANCE CONSTRUIRE ENVIRONNEMENT INTÉGRATION RÉUSSIR HABITUDE, PAS EXCEPTION",discours_campagne
Nous ne laisserons plus les quartiers populaires devenir des ghettos où la République tourne le dos.,IX-1-PL QUARTIER POPULAIRE+ GHETTO DEVENIR RÉPUBLIQUE DOS TOURNER LAISSER PAS,discours_campagne
"Chaque réfugié mérite une chance, mais chaque Français mérite aussi une intégration maîtrisée.","RÉFUGIÉ+ CHANCE MÉRITER, MAIS FRANÇAIS+ INTÉGRATION MAÎTRISER MÉRITER AUSSI",discours_campagne
"Assez de discours ! Avec nous, l'immigration sera gérée avec humanité ET fermeté.",DISCOURS+ ASSEZ ! IX-1-PL IMMIGRATION GÉRER HUMANITÉ FERMETÉ AVEC,discours_campagne
"Je vous le dis clairement : sans assimilation, il n'y a pas de citoyenneté possible.","IX-1 IX-2-PL DIRE CLAIR : ASSIMILATION SANS, CITOYENNETÉ POSSIBLE PAS",discours_campagne
Nous doublerons les moyens alloués aux cours de français pour les nouveaux arrivants dès 2025.,IX-1-PL COURS FRANÇAIS NOUVEAU ARRIVANT+ MOYEN+ DOUBLER 2025 DÈS,discours_campagne
"L'immigration choisie, oui ! L'immigration subie, jamais !",IMMIGRATION CHOISIR OUI ! IMMIGRATION SUBIR JAMAIS !,discours_campagne
"Un pays qui n'intègre pas, c'est un pays qui se divise. Nous refuserons cette fatalité.","PAYS INTÉGRER PAS, PAYS DIVISER. IX-1-PL FATALITÉ REFUSER",discours_campagne
Nous créerons 5 000 postes supplémentaires dans les préfectures pour accélérer les demandes d'asile.,IX-1-PL PRÉFECTURE+ POSTE+ 5000 CRÉER DEMANDE ASILE ACCÉLÉRER POUR,discours_campagne
"Nous exigerons des tests de français pour toute naturalisation, car la langue, c'est le ciment de la nation.","IX-1-PL TEST FRANÇAIS NATURALISATION POUR EXIGER, LANGUE NATION CIMENT",discours_campagne
Assez de ces files d'attente interminables ! Les demandeurs d'asile auront réponse sous 6 mois maximum.,FILE ATTENTE+ INTERMINABLE ASSEZ ! DEMANDEUR ASILE+ RÉPONSE 6 MOIS MAXIMUM AVOIR,discours_campagne
Nous mettrons fin aux régularisations massives qui sapent la crédibilité de notre politique migratoire.,IX-1-PL RÉGULARISATION MASSIVE POLITIQUE MIGRATOIRE CRÉDIBILITÉ SAPER FIN METTRE,discours_campagne
"L'intégration, ce n'est pas une option, c'est un devoir. Et nous en ferons une priorité absolue.","INTÉGRATION OPTION PAS, DEVOIR. IX-1-PL PRIORITÉ ABSOLU FAIRE",discours_campagne
Nous instaurerons un service national d'intégration obligatoire pour tous les nouveaux Français.,IX-1-PL SERVICE NATIONAL INTÉGRATION OBLIGATOIRE NOUVEAU FRANÇAIS+ POUR INSTAURER,discours_campagne
La France n'est pas un hôtel social ! Ceux qui ne respectent pas nos lois devront partir.,"FRANCE HÔTEL SOCIAL PAS ! LOI+ RESPECTER PAS, IX-3-PL PARTIR DEVOIR",discours_campagne
Nous renforcerons les contrats d'intégration républicaine avec des engagements clairs et vérifiables.,IX-1-PL CONTRAT INTÉGRATION RÉPUBLICAIN+ ENGAGEMENT CLAIR VÉRIFIABLE AVEC RENFORCER,discours_campagne
"L'immigration doit servir notre économie, pas l'inverse. Nous ciblerons les compétences dont nous avons besoin.","IMMIGRATION ÉCONOMIE SERVIR DEVOIR, INVERSE PAS. IX-1-PL COMPÉTENCE+ BESOIN CIBLER",discours_campagne
Nous créerons des maisons de la citoyenneté dans chaque département pour accompagner les parcours d'intégration.,IX-1-PL MAISON CITOYENNETÉ DÉPARTEMENT+ PARCOURS INTÉGRATION ACCOMPAGNER POUR CRÉER,discours_campagne
"Assez de ces discours angéliques ! L'immigration non maîtrisée, c'est du chômage en plus et de la cohésion sociale en moins.","DISCOURS ANGÉLIQUE+ ASSEZ ! IMMIGRATION MAÎTRISER PAS, CHÔMAGE PLUS, COHÉSION SOCIAL MOINS",discours_campagne
Nous conditionnerons les aides sociales à un engagement actif dans un parcours d'intégration.,IX-1-PL AIDE SOCIAL+ PARCOURS INTÉGRATION ENGAGEMENT ACTIF CONDITIONNER,discours_campagne
"La France a toujours été une terre d'accueil, mais l'accueil sans intégration, c'est de l'irresponsabilité.","FRANCE TERRE ACCUEIL TOUJOURS, MAIS ACCUEIL INTÉGRATION SANS, IRRESPONSABILITÉ",discours_campagne
Nous mettrons en place un système de parrainage républicain pour chaque nouveau Français.,IX-1-PL SYSTÈME PARRAINAGE RÉPUBLICAIN NOUVEAU FRANÇAIS+ POUR PLACE METTRE,discours_campagne
"Lutter contre l'immigration illégale, c'est protéger nos frontières ET nos valeurs.","IMMIGRATION ILLÉGAL COMBATTRE, FRONTIÈRE+ VALEUR+ PROTÉGER",discours_campagne
Nous exigerons que chaque étranger en situation régulière parle français dans un délai de 2 ans.,IX-1-PL ÉTRANGER SITUATION RÉGULIÈRE FRANÇAIS PARLER 2 ANS DÉLAI EXIGER,discours_campagne
"L'intégration, ce n'est pas une affaire de communauté, c'est une affaire de République !","INTÉGRATION AFFAIRE COMMUNAUTÉ PAS, AFFAIRE RÉPUBLIQUE !",discours_campagne
Nous créerons des centres d'apprentissage accéléré du français dans les zones prioritaires.,IX-1-PL CENTRE APPRENTISSAGE FRANÇAIS ACCÉLÉRÉ ZONE PRIORITAIRE+ CRÉER,discours_campagne
Assez de ces régularisations au compte-gouttes qui ne règlent rien ! Nous proposons une réforme globale.,RÉGULARISATION COMPTE-GOUTTE RIEN RÉGLER ASSEZ ! IX-1-PL RÉFORME GLOBAL PROPOSER,discours_campagne
"La France ne peut pas accueillir toute la misère du monde, mais elle doit accueillir ceux qui partagent nos valeurs.","FRANCE MISÈRE MONDE+ ACCUEILLIR POUVOIR PAS, MAIS VALEUR+ PARTAGER IX-3-PL ACCUEILLIR DEVOIR",discours_campagne
Nous instaurerons un délai maximum de 12 mois pour les demandes de titre de séjour.,IX-1-PL DEMANDE TITRE SÉJOUR 12 MOIS DÉLAI MAXIMUM INSTAURER,discours_campagne
"L'immigration doit être un choix souverain, pas une contrainte subie.","IMMIGRATION CHOIX SOUVERAIN DEVOIR, CONTRAINTE SUBIR PAS",discours_campagne
Nous doublerons les sanctions contre les employeurs de travailleurs sans-papiers.,IX-1-PL EMPLOYEUR TRAVAILLEUR SANS-PAPIER+ SANCTION DOUBLER,discours_campagne
"Intégrer, c'est adopter la France. Nous refuserons toute forme de communautarisme.",INTÉGRER FRANCE ADOPTER. IX-1-PL COMMUNAUTARISME FORME TOUTE REFUSER,discours_campagne
Nous créerons un fichier national des étrangers en situation irrégulière pour faciliter les reconduites à la frontière.,IX-1-PL FICHIER NATIONAL ÉTRANGER SITUATION IRRÉGULIÈRE+ RECONDUITE FRONTIÈRE FACILITER POUR CRÉER,discours_campagne
"La naturalisation ne sera plus un droit automatique, mais un privilège mérité.","NATURALISATION DROIT AUTOMATIQUE PLUS, PRIVILÈGE MÉRITER DEVENIR",discours_campagne
Nous mettrons en place des quotas d'immigration par métier et par région pour répondre aux besoins réels de notre économie.,IX-1-PL QUOTA IMMIGRATION MÉTIER+ RÉGION+ BESOIN RÉEL ÉCONOMIE RÉPONDRE POUR PLACE METTRE,discours_campagne
"L'assimilation, ce n'est pas une option, c'est une exigence. Et nous la ferons respecter.","ASSIMILATION OPTION PAS, EXIGENCE. IX-1-PL RESPECTER FAIRE",discours_campagne
Nous créerons des brigades spéciales pour lutter contre les filières d'immigration clandestine.,IX-1-PL BRIGADE SPÉCIAL FILIÈRE IMMIGRATION CLANDESTINE COMBATTRE POUR CRÉER,discours_campagne
"La France n'est pas un pays comme les autres : ici, on s'intègre ou on part.",FRANCE PAYS AUTRE+ DIFFÉRENT : IX-1-PL INTÉGRER OU PARTIR,discours_campagne
Nous exigerons un serment d'allégeance à la République pour toute naturalisation.,IX-1-PL SERMENT ALLÉGEANCE RÉPUBLIQUE NATURALISATION POUR EXIGER,discours_campagne
"Lutter contre l'immigration illégale, c'est aussi lutter contre les réseaux criminels qui exploitent la détresse humaine.","IMMIGRATION ILLÉGAL COMBATTRE, RÉSEAU CRIMINEL DÉTRESSE HUMAIN EXPLOITER COMBATTRE AUSSI",discours_campagne
Nous instaurerons un délai de carence de 5 ans pour l'accès aux aides sociales pour les nouveaux arrivants.,IX-1-PL AIDE SOCIAL+ ACCÈS NOUVEAU ARRIVANT+ 5 ANS DÉLAI CARENCE INSTAURER,discours_campagne
"La France a besoin d'immigration, mais d'une immigration choisie, contrôlée et intégrée.","FRANCE IMMIGRATION BESOIN, MAIS IMMIGRATION CHOISIR CONTRÔLER INTÉGRER",discours_campagne
Nous créerons des centres fermés pour les étrangers en situation irrégulière en attente d'expulsion.,IX-1-PL CENTRE FERMÉ ÉTRANGER SITUATION IRRÉGULIÈRE+ EXPULSION ATTENTE POUR CRÉER,discours_campagne
"L'intégration, c'est comme un mariage : ça se prépare, ça s'engage, et ça se travaille tous les jours.","INTÉGRATION MARIAGE PAREIL : PRÉPARER, ENGAGER, JOUR+ TRAVAILLER DEVOIR",discours_campagne
Nous mettrons fin aux régularisations massives qui encouragent les traversées dangereuses.,IX-1-PL RÉGULARISATION MASSIVE TRAVERSÉE DANGEREUX+ ENCOURAGER FIN METTRE,discours_campagne
La France n'est pas un supermarché où l'on vient prendre ce qu'on veut sans rien donner en retour.,FRANCE SUPERMARCHÉ PRENDRE VOULOIR RETOUR DONNER RIEN PAS,discours_campagne
Nous créerons un statut unique de l'étranger avec des droits ET des devoirs clairement définis.,IX-1-PL STATUT UNIQUE ÉTRANGER DROIT+ DEVOIR+ DÉFINIR CLAIR CRÉER,discours_campagne
"L'immigration doit être un atout pour la France, pas un fardeau. Nous inverserons la tendance.","IMMIGRATION FRANCE ATOUT DEVOIR, FARDEAU PAS. IX-1-PL TENDANCE INVERSER",discours_campagne
Nous instaurerons des cours obligatoires d'histoire et de culture française pour tous les nouveaux Français.,IX-1-PL COURS OBLIGATOIRE HISTOIRE CULTURE FRANÇAIS NOUVEAU FRANÇAIS+ POUR INSTAURER,discours_campagne
"Assez des discours naïfs ! L'immigration de masse, c'est la porte ouverte à tous les excès.",DISCOURS NAÏF+ ASSEZ ! IMMIGRATION MASSIVE EXCÈS+ PORTE OUVERT,discours_campagne
Nous créerons un fonds national pour l'intégration financé par une taxe sur les visas longs séjours.,IX-1-PL FONDS NATIONAL INTÉGRATION VISA LONG SÉJOUR TAXE FINANCER POUR CRÉER,discours_campagne
"Travailler doit toujours payer plus que les aides sociales, c’est une question de justice !",EMPLOI ARGENT+ AIDE+ SOCIAL COMPARER PLUS JUSTICE !,discours_campagne
"Avec notre plan emploi, 500 000 formations qualifiantes seront financées dès 2025 – c’est concret !",POSS-1-PL PLAN EMPLOI 500000 FORMATION QUALIFIANTE FINANCER 2025 CONCRET !,discours_campagne
